level	category_url	category_title	article_no	article_url	article_title	article_label	article_desc	article_weblink_url	article_weblink_label	article_file_url	article_file_title	article_dateModified	article_modifiedBy	article_type
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	388	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52346.aspx		Summary on consideration of a statement of ethics - Spanish				http://ggim.un.org/knowledgebase/Attachment2193.aspx?AttachmentType=1	E-C20-2012-6 Statement of ethics_s.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	389	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52347.aspx		Summary on Contribution of the Committee to the United       Nations...				http://ggim.un.org/knowledgebase/Attachment2195.aspx?AttachmentType=1	E_C.20_2012_4_Rio20_e.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	390	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52348.aspx		Summary on Contribution of the Committee to the United       Nations...				http://ggim.un.org/knowledgebase/Attachment2196.aspx?AttachmentType=1	E_C.20_2012_4_Rio20_f.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	391	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52349.aspx		Summary on Contribution of the Committee to the United       Nations...				http://ggim.un.org/knowledgebase/Attachment2197.aspx?AttachmentType=1	E_C.20_2012_4_Rio20_r.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	392	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52350.aspx		Summary on Contribution of the Committee to the United       Nations...				http://ggim.un.org/knowledgebase/Attachment2198.aspx?AttachmentType=1	E_C.20_2012_4_Rio20_s.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	393	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52351.aspx		Report on Contribution of the Committee to the United Nations...				http://ggim.un.org/knowledgebase/Attachment2199.aspx?AttachmentType=1	E-C20-2012-4-Rio20 9 July.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	394	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52352.aspx		Background document on Monitoring Sustainable Development:...				http://ggim.un.org/knowledgebase/Attachment2200.aspx?AttachmentType=1	GGIM paper for Rio_Background paper_18May 2012.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	395	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52353.aspx		Presentation on Monitoring Sustainable Development:       Contribution...				http://ggim.un.org/knowledgebase/Attachment2202.aspx?AttachmentType=1	GGIM-Impressions from Rio 20.pdf	Thursday, June 28, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	396	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52354.aspx		Report Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2201.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues 5 July.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	397	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52355.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2203.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_e.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	398	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52356.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2204.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_a.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	399	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52357.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2205.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_c.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	400	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52358.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2206.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_f.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	401	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52359.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2207.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_r.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	402	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52360.aspx		Summary: Inventory of issues to be addressed by the Committee       of...				http://ggim.un.org/knowledgebase/Attachment2208.aspx?AttachmentType=1	E-C20-2012-5 Inventory of Issues_s.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	403	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52361.aspx		Program Book of Chengdu Forum on United Nations Geospatial...				http://ggim.un.org/knowledgebase/Attachment2209.aspx?AttachmentType=1	Chengdu Forum Agenda 30September2013.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	404	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52362.aspx		Place matters: the Location Strategy for the United Kingdom				http://ggim.un.org/knowledgebase/Attachment2210.aspx?AttachmentType=1	uk-location-strategy_10.pdf	Thursday, June 28, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51563.aspx		Actions forward – From a UN mandate to a roadmap for global...				http://ggim.un.org/knowledgebase/Attachment1392.aspx?AttachmentType=1	UN GGIM_Factsheet_Dec_2015_skjerm.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51564.aspx		Highlights of the GGRF Roadmap				http://ggim.un.org/knowledgebase/Attachment1393.aspx?AttachmentType=1	UN GGIM_Factsheet_Roadmap_web.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51653.aspx		UN GGIM Global Geodetic Reference Frame Introduction				http://ggim.un.org/knowledgebase/Attachment1484.aspx?AttachmentType=1	Item 5 - Gary Johnston.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	3	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51654.aspx		Report on Global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1485.aspx?AttachmentType=1	E-C20-2017-4 Global Geodetic Reference Frame Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	4	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51655.aspx		Summary on Global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1486.aspx?AttachmentType=1	E_C.20_2017_4-1708213E.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	5	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51656.aspx		Summary on Global geodetic reference frame - Arabic				http://ggim.un.org/knowledgebase/Attachment1487.aspx?AttachmentType=1	E_C.20_2017_4-1708213A.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	6	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51657.aspx		Summary on Global geodetic reference frame - Chinese				http://ggim.un.org/knowledgebase/Attachment1488.aspx?AttachmentType=1	E_C.20_2017_4-1708213C.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	7	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51658.aspx		Summary on Global geodetic reference frame - French				http://ggim.un.org/knowledgebase/Attachment1489.aspx?AttachmentType=1	E_C.20_2017_4-1708213F.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	8	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51659.aspx		Summary on Global geodetic reference frame - Russian				http://ggim.un.org/knowledgebase/Attachment1490.aspx?AttachmentType=1	E_C.20_2017_4-1708213R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	9	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51660.aspx		Summary on Global geodetic reference frame - Spanish				http://ggim.un.org/knowledgebase/Attachment1491.aspx?AttachmentType=1	E_C.20_2017_4-1708213R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	10	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51858.aspx		Report on global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1687.aspx?AttachmentType=1	E-C20-2016-4 Global Geodetic Reference Frame Report.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
2	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	Geodesy (Global Geodetic Reference Frame GGRF)	11	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50215.aspx		Frequently Asked Qestions and Answers on the GGRF				http://ggim.un.org/knowledgebase/Attachment123.aspx?AttachmentType=1	Frequently Asked Qestions and Answers on the GGRF.pdf	Tuesday, May 5, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory39.aspx	Resolutions (UN-GGIM/ECOSOC)	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50334.aspx		GGRF Resolution (General Assembly)				http://ggim.un.org/knowledgebase/Attachment157.aspx?AttachmentType=1	GGRG Resolution (General Assembly)-English.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory39.aspx	Resolutions (UN-GGIM/ECOSOC)	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50384.aspx		GGRF Resolution (ECOSOC)				http://ggim.un.org/knowledgebase/Attachment198.aspx?AttachmentType=1	GGRF Resolution (ECOSOC) - English.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory39.aspx	Resolutions (UN-GGIM/ECOSOC)	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50385.aspx		GGRF Resolution addendum				http://ggim.un.org/knowledgebase/Attachment204.aspx?AttachmentType=1	GGRF Resolution addendum - English.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51563.aspx		Actions forward – From a UN mandate to a roadmap for global...				http://ggim.un.org/knowledgebase/Attachment1392.aspx?AttachmentType=1	UN GGIM_Factsheet_Dec_2015_skjerm.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51564.aspx		Highlights of the GGRF Roadmap				http://ggim.un.org/knowledgebase/Attachment1393.aspx?AttachmentType=1	UN GGIM_Factsheet_Roadmap_web.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50149.aspx		GGRF Newsletter 01 2014				http://ggim.un.org/knowledgebase/Attachment91.aspx?AttachmentType=1	GGRF Newsletter 1 2014.pdf	Tuesday, February 3, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	3	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50151.aspx		GGRF Newsletter 02 2014				http://ggim.un.org/knowledgebase/Attachment90.aspx?AttachmentType=1	GGRF Newsletter 2 2014.pdf	Tuesday, February 3, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	4	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50152.aspx		GGRF Newsletter 03 2014				http://ggim.un.org/knowledgebase/Attachment89.aspx?AttachmentType=1	GGRF Newsletter 3 2014.pdf	Tuesday, February 3, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	5	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50208.aspx		UN Press Release		http://us2.campaign-archive2.com/?u=33cf89da7ade3a85156c5eda4&id=b2035e2f78	UN Press Release			Tuesday, March 17, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	Newsletters	6	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50332.aspx		GGRF Newsletter 04 2015				http://ggim.un.org/knowledgebase/Attachment135.aspx?AttachmentType=1	GGRF Newsletter  04 2015.pdf	Monday, April 27, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	Supporting Documents	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50386.aspx		UN-GGIM-AP and FIG Statement on Global Geodetic Reference Frame				http://ggim.un.org/knowledgebase/Attachment205.aspx?AttachmentType=1	UN-GGIM-AP and FIG Statement on Global Geodetic Reference Frame.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	Supporting Documents	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50387.aspx		Briefing on the importance of the GGRF				http://ggim.un.org/knowledgebase/Attachment206.aspx?AttachmentType=1	Briefing on the importance of the GGRF.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	Supporting Documents	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50388.aspx		Briefing on the GGRF				http://ggim.un.org/knowledgebase/Attachment207.aspx?AttachmentType=1	Briefing on the GGRF.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	Supporting Documents	3	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50389.aspx		Briefing on the Importance of Geospatial Information...				http://ggim.un.org/knowledgebase/Attachment208.aspx?AttachmentType=1	Briefing on the Importance of Geospatial Information Tehchnologies.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	Supporting Documents	4	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50390.aspx		How geodesy contributes to Strengthen the Study of Our       Changing...				http://ggim.un.org/knowledgebase/Attachment209.aspx?AttachmentType=1	How geodesy contributes to Strengthen the Study of Our Changing Planet.pdf	Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	Report	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51858.aspx		Report on global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1687.aspx?AttachmentType=1	E-C20-2016-4 Global Geodetic Reference Frame Report.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	Report	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51989.aspx		Report on global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1819.aspx?AttachmentType=1	E-C20-2015-3 Global Geodetic Reference Frame Report.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	Report	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52121.aspx		Report on global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1959.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Reference Frame Report_cleared.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	Report	3	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52227.aspx		Report on Global Geodetic Reference Frame				http://ggim.un.org/knowledgebase/Attachment2069.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Reference Frame Report.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	Report	4	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52315.aspx		Report on the Global Geodetic Reference System				http://ggim.un.org/knowledgebase/Attachment2164.aspx?AttachmentType=1	E-C20-2012-9 Global Geodetic 5 July.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51772.aspx		Summary on global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1603.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_en.pdf	Tuesday, June 19, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51859.aspx		Summary on global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1688.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_en.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51860.aspx		Summary on global geodetic reference frame - Arabic				http://ggim.un.org/knowledgebase/Attachment1689.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_ar.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	3	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51861.aspx		Summary on global geodetic reference frame - Chinese				http://ggim.un.org/knowledgebase/Attachment1690.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_ch.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	4	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51862.aspx		Summary on global geodetic reference frame - French				http://ggim.un.org/knowledgebase/Attachment1691.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_fr.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	5	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51863.aspx		Summary on global geodetic reference frame - Russian				http://ggim.un.org/knowledgebase/Attachment1692.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_ru.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	6	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51864.aspx		Summary on global geodetic reference frame - Spanish				http://ggim.un.org/knowledgebase/Attachment1693.aspx?AttachmentType=1	E_C.20_2016_4_Global Geodetic_sp.pdf	Wednesday, June 20, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	7	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51990.aspx		Summary on global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1820.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_en.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	8	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51991.aspx		Summary on global geodetic reference frame - Arabic				http://ggim.un.org/knowledgebase/Attachment1821.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_ar.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	9	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51992.aspx		Summary on global geodetic reference frame - Chinese				http://ggim.un.org/knowledgebase/Attachment1822.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_ch.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	10	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51993.aspx		Summary on global geodetic reference frame - French				http://ggim.un.org/knowledgebase/Attachment1823.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_fr.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	11	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51994.aspx		Summary on global geodetic reference frame - Russian				http://ggim.un.org/knowledgebase/Attachment1824.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_ru.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	12	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51995.aspx		Summary on global geodetic reference frame - Spanish				http://ggim.un.org/knowledgebase/Attachment1825.aspx?AttachmentType=1	E_C.20_2015_3_global geodetic reference frame_sp.pdf	Friday, June 22, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	13	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52122.aspx		Summary on global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1960.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_en.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	14	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52123.aspx		Summary on global geodetic reference frame - Arabic				http://ggim.un.org/knowledgebase/Attachment1961.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_ar.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	15	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52124.aspx		Summary on global geodetic reference frame - Chinese				http://ggim.un.org/knowledgebase/Attachment1962.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_ch.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	16	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52125.aspx		Summary on global geodetic reference frame - French				http://ggim.un.org/knowledgebase/Attachment1963.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_fr.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	17	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52126.aspx		Summary on global geodetic reference frame - Russian				http://ggim.un.org/knowledgebase/Attachment1964.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_ru.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	18	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52127.aspx		Summary on global geodetic reference frame - Spanish				http://ggim.un.org/knowledgebase/Attachment1965.aspx?AttachmentType=1	E-C20-2014-3 Global Geodetic Summary_sp.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	19	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52228.aspx		Summary on Global Geodetic Reference Frame - English				http://ggim.un.org/knowledgebase/Attachment2071.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Summary_en.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	20	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52229.aspx		Summary on Global Geodetic Reference Frame - Arabic				http://ggim.un.org/knowledgebase/Attachment2072.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Summary_ar.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	21	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52230.aspx		Summary on Global Geodetic Reference Frame - Chinese				http://ggim.un.org/knowledgebase/Attachment2073.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Summary_ch.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	22	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52231.aspx		Summary on Global Geodetic Reference Frame - French				http://ggim.un.org/knowledgebase/Attachment2074.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Summary_fr.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	Summary	23	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52232.aspx		Summary on Global Geodetic Reference Frame - Russian				http://ggim.un.org/knowledgebase/Attachment2075.aspx?AttachmentType=1	E-C20-2013-4 Global Geodetic Summary_ru.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
